,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
387,okato,-39.2,173.88,57.99,61,93,8.99,NZ,1595904706
388,xiaoweizhai,26.19,107.51,84.88,63,0,1.25,CN,1595904706
389,kurumkan,54.3,110.3,66.2,79,100,4.43,RU,1595904706
390,russell,32.35,-85.2,84.2,94,1,3.36,US,1595904433
391,ust-nera,64.57,143.2,69.76,40,81,7.87,RU,1595904406
392,nokaneng,-19.67,22.27,46.33,58,0,8.05,BW,1595904706
393,nanakuli,21.39,-158.15,87.8,45,1,10.29,US,1595904707
394,grajau,-5.82,-46.14,71.55,46,0,3.4,BR,1595904707
395,moron,-34.65,-58.62,46.0,66,70,1.99,AR,1595904707
396,derzhavinsk,51.1,66.32,62.26,68,96,15.68,KZ,1595904455
397,monopoli,40.96,17.29,71.6,60,5,6.93,IT,1595904707
398,micheweni,-4.97,39.83,77.04,75,66,17.47,TZ,1595904707
399,thanh hoa,19.8,105.77,90.54,60,100,4.81,VN,1595904707
400,kanniyakumari,8.08,77.57,81.73,75,88,17.36,IN,1595904707
401,sorland,67.67,12.69,54.61,90,97,10.87,NO,1595904234
402,tornio,65.85,24.15,59.0,87,75,8.05,FI,1595904707
403,iwanai,42.97,140.51,73.15,71,67,3.62,JP,1595904707
404,zhezkazgan,47.8,67.71,62.6,77,75,13.42,KZ,1595904708
405,boras,57.72,12.94,57.2,87,90,11.41,SE,1595904708
406,khorramshahr,30.44,48.17,93.2,63,0,4.7,IR,1595904424
407,bac lieu,9.29,105.72,87.93,64,13,9.53,VN,1595904708
408,prince albert,53.2,-105.77,75.2,64,5,5.82,CA,1595904708
409,ratnagiri,16.98,73.3,82.89,76,83,0.51,IN,1595904708
410,nouadhibou,20.93,-17.03,73.4,88,0,5.82,MR,1595904708
411,swan hill,-35.34,143.55,63.68,48,0,13.73,AU,1595904708
412,manado,1.49,124.85,87.8,62,20,9.17,ID,1595904611
413,buala,-8.14,159.59,85.1,73,27,7.38,SB,1595904708
414,koumac,-20.57,164.28,77.41,65,96,4.45,NC,1595904709
415,mount gambier,-37.83,140.77,57.22,60,53,2.08,AU,1595904214
416,paragominas,-2.97,-47.48,69.87,69,0,3.06,BR,1595904664
417,shenzhen,22.55,114.07,93.99,70,40,6.71,CN,1595904143
418,eyl,7.98,49.82,80.64,66,13,14.27,SO,1595904709
419,anloga,5.79,0.9,75.2,88,20,13.87,GH,1595904709
420,balsas,-7.53,-46.04,70.48,40,62,4.83,BR,1595904424
421,grindavik,63.84,-22.43,48.2,81,75,13.87,IS,1595904394
422,kattivakkam,13.22,80.32,87.8,66,40,6.93,IN,1595904709
423,matagami,49.75,-77.63,62.6,100,90,1.05,CA,1595904709
424,inhambane,-23.86,35.38,64.85,68,85,10.18,MZ,1595904436
425,port lincoln,-34.73,135.87,56.86,52,93,8.1,AU,1595904404
426,tongzi,28.78,105.09,87.62,58,22,1.7,CN,1595904710
427,warrington,53.39,-2.58,57.2,82,44,19.46,GB,1595904710
428,talnakh,69.49,88.4,59.0,44,0,11.18,RU,1595904407
429,columbus,39.96,-83.0,73.4,94,90,6.93,US,1595904574
430,fort nelson,58.81,-122.7,64.4,72,75,5.82,CA,1595904333
431,san pedro,14.35,121.02,87.01,74,100,2.26,PH,1595904710
432,purworejo,-6.79,111.92,82.36,64,72,12.03,ID,1595904710
433,mbanza-ngungu,-5.25,14.87,63.5,88,0,8.72,CD,1595904710
434,umm lajj,25.02,37.27,83.86,77,50,3.65,SA,1595904454
435,arauca,7.08,-70.76,73.02,91,86,2.39,CO,1595904710
436,udachnyy,66.42,112.4,46.4,75,90,4.47,RU,1595904711
437,moree,-29.47,149.85,59.0,62,75,9.17,AU,1595904711
438,piacabucu,-10.41,-36.43,73.72,81,4,12.01,BR,1595904711
439,machico,32.7,-16.77,71.6,64,20,13.87,PT,1595904711
440,strezhevoy,60.73,77.59,53.6,76,75,4.47,RU,1595904711
441,ahipara,-35.17,173.17,60.55,66,58,10.45,NZ,1595904711
442,vidim,56.41,103.11,64.27,80,99,4.47,RU,1595904711
443,nayudupeta,13.9,79.9,80.6,74,20,9.17,IN,1595904711
444,vilhena,-12.74,-60.15,69.06,53,0,2.57,BR,1595904711
445,riyadh,24.69,46.72,86.0,28,13,2.24,SA,1595904653
446,sisimiut,66.94,-53.67,43.92,94,100,6.64,GL,1595904429
447,port hedland,-20.32,118.57,80.6,13,59,17.22,AU,1595904711
448,hoquiam,46.98,-123.89,59.0,87,75,16.11,US,1595904712
449,pirapora,-17.34,-44.94,67.51,61,48,6.31,BR,1595904712
450,mattru,7.62,-11.83,72.0,92,100,2.28,SL,1595904398
451,tamana,32.92,130.57,82.4,100,75,6.93,JP,1595904712
452,takahashi,34.78,133.62,86.0,88,75,4.7,JP,1595904712
453,dhidhdhoo,6.88,73.1,81.95,80,100,13.53,MV,1595904712
454,jacmel,18.23,-72.53,77.0,94,32,8.05,HT,1595904712
455,kibuye,-2.06,29.35,64.11,69,23,0.4,RW,1595904713
456,pitimbu,-7.47,-34.81,75.07,81,31,15.17,BR,1595904713
457,christchurch,-43.53,172.63,48.0,93,100,12.75,NZ,1595904493
458,carutapera,-1.2,-46.02,74.44,90,0,4.09,BR,1595904713
459,ndioum,16.51,-14.65,88.16,55,90,11.12,SN,1595904713
460,whitianga,-36.83,175.7,62.01,71,93,7.0,NZ,1595904713
461,caravelas,-17.71,-39.25,69.01,85,8,3.0,BR,1595904458
462,katangli,51.71,143.23,66.29,67,18,10.8,RU,1595904383
463,gat,31.61,34.76,78.01,85,0,2.33,IL,1595904456
464,petropavlovsk-kamchatskiy,53.05,158.65,77.0,53,20,13.42,RU,1595904713
465,cabedelo,-6.98,-34.83,75.04,82,33,15.95,BR,1595904714
466,esperance,-33.87,121.9,59.0,87,27,11.41,AU,1595904408
467,bonavista,48.65,-53.11,54.43,92,85,5.73,CA,1595904434
468,loreto,22.27,-101.97,64.15,76,100,4.63,MX,1595904714
469,havre-saint-pierre,50.23,-63.6,60.8,93,90,14.99,CA,1595904244
470,korsakov,46.63,142.78,66.2,72,75,4.47,RU,1595904714
471,gamboma,-1.88,15.86,78.8,52,55,5.37,CG,1595904714
472,lompoc,34.64,-120.46,62.6,77,0,12.75,US,1595904212
473,salmon arm,50.7,-119.3,80.01,58,0,1.36,CA,1595904714
474,ajdabiya,30.76,20.23,70.16,85,0,8.03,LY,1595904714
475,buchanan,5.88,-10.05,75.2,94,75,7.54,LR,1595904386
476,konstantinovka,49.62,127.98,91.4,33,0,7.11,RU,1595904715
477,pizarro,4.95,-77.37,77.27,87,100,4.18,CO,1595904715
478,penzance,50.12,-5.54,57.0,93,27,11.41,GB,1595904715
479,sanandaj,35.31,46.99,66.2,39,20,2.95,IR,1595904715
480,gizo,-8.1,156.84,83.52,75,11,4.92,SB,1595904447
481,alingsas,57.93,12.53,57.2,87,90,11.41,SE,1595904526
482,panguma,8.18,-11.13,68.9,100,100,2.08,SL,1595904715
483,santa maria,-29.68,-53.81,56.21,93,100,4.32,BR,1595904375
484,pundaguitan,6.37,126.17,84.11,70,61,8.77,PH,1595904715
485,kontagora,10.4,5.47,71.33,93,98,2.37,NG,1595904715
486,beringovskiy,63.05,179.32,65.77,59,0,2.21,RU,1595904207
487,avera,33.19,-82.53,84.2,100,40,6.93,US,1595904456
488,ferrol,43.48,-8.24,64.4,100,90,3.36,ES,1595904715
489,zhaozhou,45.68,125.32,84.72,51,100,6.82,CN,1595904715
490,dzaoudzi,-12.79,45.27,71.6,83,75,17.22,YT,1595904716
491,phan thiet,10.93,108.1,87.87,63,68,7.29,VN,1595904495
492,keroka,-0.78,34.95,52.57,100,94,3.6,KE,1595904716
493,bentong,3.52,101.91,89.01,70,20,8.05,MY,1595904716
494,vaitape,-16.52,-151.75,79.84,78,90,13.02,PF,1595904716
495,the valley,18.22,-63.06,84.2,79,40,13.87,AI,1595904620
496,lavumisa,-27.31,31.89,57.2,100,47,1.12,SZ,1595904716
497,finschhafen,-6.6,147.87,84.38,68,1,8.66,PG,1595904716
498,erdenet,49.03,104.08,67.12,57,0,5.68,MN,1595904716
499,lubango,-14.92,13.49,51.96,54,0,4.36,AO,1595904716
500,batticaloa,7.71,81.69,78.03,81,100,9.95,LK,1595904716
501,svetlyy,54.67,20.13,57.2,100,75,6.71,RU,1595904716
502,naze,28.37,129.48,89.6,75,75,12.75,JP,1595904350
503,kiruna,67.86,20.23,55.4,87,99,3.36,SE,1595904716
504,broome,42.25,-75.83,73.99,83,1,4.7,US,1595904371
505,kloulklubed,7.04,134.26,86.0,70,75,8.05,PW,1595904717
506,mehamn,71.04,27.85,61.57,66,0,9.35,NO,1595904416
507,enid,36.4,-97.88,75.2,100,90,3.36,US,1595904518
508,kamaishi,39.27,141.88,69.8,94,75,2.24,JP,1595904410
509,bandarbeyla,9.49,50.81,79.92,68,0,20.56,SO,1595904717
510,karratha,-20.74,116.85,77.16,21,13,16.55,AU,1595904532
511,sabya,17.15,42.63,77.0,88,40,9.17,SA,1595904717
512,okoneshnikovo,54.84,75.08,64.27,67,0,4.34,RU,1595904717
513,mae hong son,19.3,97.97,78.8,88,75,2.24,TH,1595904717
514,trogir,43.51,16.25,71.6,56,0,3.83,HR,1595904717
515,coihaique,-45.58,-72.07,32.0,84,83,2.24,CL,1595904717
516,vestmanna,62.16,-7.17,46.4,93,78,14.99,FO,1595904364
517,ust-ilimsk,58.0,102.66,66.6,75,80,3.71,RU,1595904717
518,ayacucho,-13.16,-74.22,54.05,68,1,2.21,PE,1595904718
519,ambon,-3.7,128.18,82.0,83,75,5.82,ID,1595904718
520,wadi musa,30.32,35.48,70.29,59,11,1.79,JO,1595904531
521,half moon bay,37.46,-122.43,70.0,93,90,4.7,US,1595904415
522,cairns,-16.92,145.77,81.0,47,82,5.82,AU,1595904164
523,palmer,42.16,-72.33,84.2,54,75,5.82,US,1595904453
524,marshall,34.38,-86.33,77.0,88,1,1.45,US,1595904718
525,banda aceh,5.56,95.32,83.59,71,100,14.52,ID,1595904718
526,villa carlos paz,-31.42,-64.5,46.99,51,0,6.93,AR,1595904718
527,ridgecrest,35.62,-117.67,100.4,11,20,16.11,US,1595904718
528,ritchie,-29.04,24.6,44.6,57,0,8.05,ZA,1595904718
529,mandalgovi,45.76,106.27,70.41,38,0,12.12,MN,1595904718
530,rio tercero,-32.17,-64.11,42.1,60,9,6.49,AR,1595904718
531,llangefni,53.26,-4.31,57.2,82,9,21.92,GB,1595904719
532,yumen,40.28,97.2,88.23,12,33,13.89,CN,1595904719
533,shajapur,23.43,76.27,82.62,74,55,12.15,IN,1595904719
534,yar-sale,66.83,70.83,56.14,56,83,15.46,RU,1595904719
535,pirawa,24.16,76.03,84.67,70,71,12.93,IN,1595904719
536,kasamwa,-2.85,32.43,59.56,58,2,6.24,TZ,1595904719
537,elko,41.0,-115.5,84.2,18,20,4.7,US,1595904546
538,luangwa,-15.62,30.42,60.03,71,5,5.32,ZM,1595904449
539,dukat,62.55,155.55,75.36,34,4,16.91,RU,1595904389
540,bulembu,-25.97,31.13,46.4,100,80,4.7,SZ,1595904719
541,itigi,-5.7,34.48,55.13,87,0,6.67,TZ,1595904719
542,storm lake,42.64,-95.21,71.6,73,1,3.36,US,1595904720
543,nyurba,63.28,118.33,59.56,57,100,8.59,RU,1595904720
544,knyaze-volkonskoye,48.46,135.46,80.6,65,20,2.24,RU,1595904720
545,port-cartier,50.03,-66.87,63.0,88,40,5.68,CA,1595904720
546,atar,20.52,-13.05,88.74,41,38,17.4,MR,1595904720
547,pahrump,36.21,-115.98,98.01,11,0,1.01,US,1595904720
548,vicente guerrero,19.12,-98.17,58.84,86,100,4.56,MX,1595904720
549,saint-augustin,51.23,-58.65,57.34,90,100,8.37,CA,1595904373
550,katherine,-14.47,132.27,78.8,14,8,14.99,AU,1595904720
551,north bend,43.41,-124.22,66.99,87,20,13.87,US,1595904444
552,taguatinga,-12.39,-46.57,70.16,61,0,7.45,BR,1595904720
553,oranjemund,-28.55,16.43,56.5,82,0,5.95,NA,1595904412
554,brenham,30.17,-96.4,84.2,79,1,3.36,US,1595904452
555,coxim,-18.51,-54.76,69.37,39,52,3.13,BR,1595904721
556,medina del campo,41.31,-4.91,68.0,72,0,5.82,ES,1595904721
557,luena,-11.78,19.92,47.35,59,0,3.74,AO,1595904721
558,slavutych,51.52,30.73,65.1,90,7,1.05,UA,1595904721
559,santa cruz,-17.8,-63.17,68.0,88,0,6.93,BO,1595904721
560,okhotsk,59.38,143.3,69.17,68,39,5.79,RU,1595904721
561,pangai,-19.8,-174.35,78.8,74,20,14.99,TO,1595904721
562,labrea,-7.26,-64.8,77.09,68,71,1.01,BR,1595904721
563,leh,34.17,77.58,61.84,37,6,6.24,IN,1595904261
564,kailua,21.4,-157.74,86.0,51,75,12.75,US,1595904370
565,barceloneta,18.45,-66.54,82.0,83,12,1.99,PR,1595904721
566,lamu,-2.27,40.9,76.48,83,29,17.81,KE,1595904361
567,ailigandi,9.23,-78.02,80.01,81,36,1.7,PA,1595904722
568,laiyang,36.98,120.71,81.64,63,0,6.78,CN,1595904722
569,krasnyy chikoy,50.36,108.75,66.06,79,100,10.02,RU,1595904722
570,cypress gardens,27.99,-81.69,75.2,94,40,9.17,US,1595904722
571,vigrestad,58.57,5.7,57.0,97,100,7.0,NO,1595904722
572,terra santa,-2.1,-56.49,76.48,62,0,1.3,BR,1595904722
573,ulaanbaatar,47.91,106.88,68.0,52,40,13.42,MN,1595904496
574,nizip,37.01,37.79,75.2,50,75,6.2,TR,1595904722
575,mikuni,36.22,136.15,84.2,70,90,13.87,JP,1595904722
576,fort-shevchenko,44.51,50.26,79.61,37,0,17.47,KZ,1595904722
577,porto novo,6.5,2.6,75.2,94,20,11.41,BJ,1595904722
578,nkhotakota,-12.93,34.3,65.64,76,86,11.88,MW,1595904722
579,longjiang,47.33,123.18,76.24,69,100,5.06,CN,1595904722
